LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_QC_49936_b.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
Cer 33:1;(OH)2,Cer,582.5102560754485,,C35 H68 O5 N1,,+CH3COO-,Sphingolipid,negative,65276.0,39336.8,0.0,41485.3,56512.8,0.0,38964.4,22028.5,0.0,53496.1,28774.7,72614.5,MS1,Precursor,[Cer 33:1;(OH)2(+CH3COO)-],,,,65276.0,39336.8,0.0,41485.3,56512.8,0.0,38964.4,22028.5,0.0,53496.1,28774.7,72614.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07,,,,,,,,,,,,,C33 H65 O3 N1
Cer 34:2;(OH)2,Cer,594.5105598664644,,C36 H68 O5 N1,,+CH3COO-,Sphingolipid,negative,251946.8,288383.8,0.0,328609.3,297351.8,270148.7,273741.4,225855.8,0.0,358879.3,267951.0,241547.8,MS1,Precursor,[Cer 34:2;(OH)2(+CH3COO)-],,,,251946.8,288383.8,0.0,328609.3,297351.8,270148.7,273741.4,225855.8,0.0,358879.3,267951.0,241547.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,,,,,,,,,,,,,C34 H65 O3 N1
Cer 34:1;(OH)2,Cer,596.5262339361387,,C36 H70 O5 N1,,+CH3COO-,Sphingolipid,negative,3385759.0,2991909.2,0.0,2975898.2,3069114.2,2628379.9,2654473.9,2304647.1,0.0,3440776.7,2833364.1,3333598.5,MS1,Precursor,[Cer 34:1;(OH)2(+CH3COO)-],,,,3385759.0,2991909.2,0.0,2975898.2,3069114.2,2628379.9,2654473.9,2304647.1,0.0,3440776.7,2833364.1,3333598.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,,,,,,,,,,,,,C34 H67 O3 N1
Cer 34:0;(OH)2,Cer,598.5419114232121,,C36 H72 O5 N1,,+CH3COO-,Sphingolipid,negative,212742.3,240910.3,0.0,249722.7,315181.5,207858.9,272356.5,188215.8,0.0,285431.5,223661.5,228011.0,MS1,Precursor,[Cer 34:0;(OH)2(+CH3COO)-],,,,212742.3,240910.3,0.0,249722.7,315181.5,207858.9,272356.5,188215.8,0.0,285431.5,223661.5,228011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,,,,,,,,,,,,,C34 H69 O3 N1
Cer 34:1;(OH)3,Cer,612.5215558135584,,C36 H70 O6 N1,,+CH3COO-,Sphingolipid,negative,41729.3,0.0,0.0,35064.8,19642.1,0.0,23383.6,31018.3,0.0,36187.0,0.0,46047.8,MS1,Precursor,[Cer 34:1;(OH)3(+CH3COO)-],,,,41729.3,0.0,0.0,35064.8,19642.1,0.0,23383.6,31018.3,0.0,36187.0,0.0,46047.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,,,,,,,,,,,,,C34 H67 O4 N1
Cer 36:2;(OH)2,Cer,622.5421385797947,,C38 H72 O5 N1,,+CH3COO-,Sphingolipid,negative,90348.5,89529.4,0.0,100886.7,84042.0,63869.3,75120.1,60763.8,0.0,132908.5,93136.5,85540.9,MS1,Precursor,[Cer 36:2;(OH)2(+CH3COO)-],,,,90348.5,89529.4,0.0,100886.7,84042.0,63869.3,75120.1,60763.8,0.0,132908.5,93136.5,85540.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,,,,,,,,,,,,,C36 H69 O3 N1
Cer 36:1;(OH)2,Cer,624.5575969676593,,C38 H74 O5 N1,,+CH3COO-,Sphingolipid,negative,387061.2,390668.3,0.0,361942.7,327542.0,332387.1,316379.2,309960.2,0.0,389070.5,335304.6,360920.3,MS1,Precursor,[Cer 36:1;(OH)2(+CH3COO)-],,,,387061.2,390668.3,0.0,361942.7,327542.0,332387.1,316379.2,309960.2,0.0,389070.5,335304.6,360920.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,,,,,,,,,,,,,C36 H71 O3 N1
Cer 36:1;(OH)3,Cer,640.5529314163413,,C38 H74 O6 N1,,+CH3COO-,Sphingolipid,negative,17326.6,0.0,59469.6,0.0,66788.3,125487.9,90022.3,85726.0,28420.6,0.0,0.0,41005.1,MS1,Precursor,[Cer 36:1;(OH)3(+CH3COO)-],,,,17326.6,0.0,59469.6,0.0,66788.3,125487.9,90022.3,85726.0,28420.6,0.0,0.0,41005.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,,,,,,,,,,,,,C36 H71 O4 N1
Cer 38:2;(OH)2,Cer,650.573266460361,,C40 H76 O5 N1,,+CH3COO-,Sphingolipid,negative,52142.7,117428.4,0.0,124705.8,96581.8,106167.0,98436.2,68938.3,0.0,149637.3,107699.2,70473.3,MS1,Precursor,[Cer 38:2;(OH)2(+CH3COO)-],,,,52142.7,117428.4,0.0,124705.8,96581.8,106167.0,98436.2,68938.3,0.0,149637.3,107699.2,70473.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,,,,,,,,,,,,,C38 H73 O3 N1
Cer 38:1;(OH)2,Cer,652.588998672162,,C40 H78 O5 N1,,+CH3COO-,Sphingolipid,negative,236345.9,296282.1,0.0,279599.7,209431.2,218107.7,215111.1,175841.0,0.0,328196.2,226445.7,231783.8,MS1,Precursor,[Cer 38:1;(OH)2(+CH3COO)-],,,,236345.9,296282.1,0.0,279599.7,209431.2,218107.7,215111.1,175841.0,0.0,328196.2,226445.7,231783.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,,,,,,,,,,,,,C38 H75 O3 N1
Cer 38:2;(OH)3,Cer,666.5688555539728,,C40 H76 O6 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,0.0,0.0,18109.4,0.0,21840.6,40729.8,0.0,0.0,0.0,0.0,MS1,Precursor,[Cer 38:2;(OH)3(+CH3COO)-],,,,0.0,0.0,0.0,0.0,18109.4,0.0,21840.6,40729.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,,,,,,,,,,,,,C38 H73 O4 N1
Cer 39:1;(OH)2,Cer,666.6049179810799,,C41 H80 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,30413.3,0.0,45633.8,0.0,0.0,0.0,0.0,0.0,44402.3,0.0,21261.3,MS1,Precursor,[Cer 39:1;(OH)2(+CH3COO)-],,,,0.0,30413.3,0.0,45633.8,0.0,0.0,0.0,0.0,0.0,44402.3,0.0,21261.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,,,,,,,,,,,,,C39 H77 O3 N1
Cer 40:3;(OH)2,Cer,676.5891103939916,,C42 H78 O5 N1,,+CH3COO-,Sphingolipid,negative,32378.0,55070.7,0.0,48760.9,47993.8,37327.6,42208.9,0.0,0.0,51773.3,59532.1,27914.8,MS1,Precursor,[Cer 40:3;(OH)2(+CH3COO)-],,,,32378.0,55070.7,0.0,48760.9,47993.8,37327.6,42208.9,0.0,0.0,51773.3,59532.1,27914.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,,,,,,,,,,,,,C40 H75 O3 N1
Cer 40:2;(OH)2,Cer,678.6048026367721,,C42 H80 O5 N1,,+CH3COO-,Sphingolipid,negative,281455.0,377652.4,0.0,354719.8,322974.1,316072.8,284192.3,339575.8,0.0,401177.3,370921.6,284169.1,MS1,Precursor,[Cer 40:2;(OH)2(+CH3COO)-],,,,281455.0,377652.4,0.0,354719.8,322974.1,316072.8,284192.3,339575.8,0.0,401177.3,370921.6,284169.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,,,,,,,,,,,,,C40 H77 O3 N1
Cer 40:1;(OH)2,Cer,680.6205421451186,,C42 H82 O5 N1,,+CH3COO-,Sphingolipid,negative,526275.3,548095.2,0.0,551937.9,600071.7,446593.7,492352.7,447411.3,0.0,680644.0,546243.9,531372.6,MS1,Precursor,[Cer 40:1;(OH)2(+CH3COO)-],,,,526275.3,548095.2,0.0,551937.9,600071.7,446593.7,492352.7,447411.3,0.0,680644.0,546243.9,531372.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,,,,,,,,,,,,,C40 H79 O3 N1
Cer 41:2;(OH)2,Cer,692.6204461021521,,C43 H82 O5 N1,,+CH3COO-,Sphingolipid,negative,117144.9,140408.7,0.0,159713.7,135228.2,122910.5,124071.7,124587.5,0.0,170582.1,171283.1,116843.0,MS1,Precursor,[Cer 41:2;(OH)2(+CH3COO)-],,,,117144.9,140408.7,0.0,159713.7,135228.2,122910.5,124071.7,124587.5,0.0,170582.1,171283.1,116843.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,,,,,,,,,,,,,C41 H79 O3 N1
Cer 41:1;(OH)2,Cer,694.636197314656,,C43 H84 O5 N1,,+CH3COO-,Sphingolipid,negative,169687.3,199590.7,0.0,168777.8,205678.0,163548.1,175656.6,177124.7,0.0,214835.8,183479.5,170822.2,MS1,Precursor,[Cer 41:1;(OH)2(+CH3COO)-],,,,169687.3,199590.7,0.0,168777.8,205678.0,163548.1,175656.6,177124.7,0.0,214835.8,183479.5,170822.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,C41 H81 O3 N1
Cer 42:3;(OH)2,Cer,704.6205020863825,,C44 H82 O5 N1,,+CH3COO-,Sphingolipid,negative,1323522.2,1313116.3,0.0,1497007.5,1356684.1,1009170.0,1158856.5,914862.1,0.0,1632522.4,1219951.4,1288550.5,MS1,Precursor,[Cer 42:3;(OH)2(+CH3COO)-],,,,1323522.2,1313116.3,0.0,1497007.5,1356684.1,1009170.0,1158856.5,914862.1,0.0,1632522.4,1219951.4,1288550.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,,,,,,,,,,,,,C42 H79 O3 N1
Cer 42:2;(OH)2,Cer,706.6361130029105,,C44 H84 O5 N1,,+CH3COO-,Sphingolipid,negative,2790879.8,2675887.0,0.0,2890887.8,2679985.2,2209305.6,2424009.4,2115134.8,0.0,3306198.2,2523252.2,2684825.4,MS1,Precursor,[Cer 42:2;(OH)2(+CH3COO)-],,,,2790879.8,2675887.0,0.0,2890887.8,2679985.2,2209305.6,2424009.4,2115134.8,0.0,3306198.2,2523252.2,2684825.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,,,,,,,,,,,,,C42 H81 O3 N1
Cer 42:1;(OH)2,Cer,708.6517906086756,,C44 H86 O5 N1,,+CH3COO-,Sphingolipid,negative,1439757.5,1366791.1,0.0,1579004.9,1579003.9,1096930.8,1382512.4,1048888.2,0.0,1843031.3,1254127.5,1376819.3,MS1,Precursor,[Cer 42:1;(OH)2(+CH3COO)-],,,,1439757.5,1366791.1,0.0,1579004.9,1579003.9,1096930.8,1382512.4,1048888.2,0.0,1843031.3,1254127.5,1376819.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,,,,,,,,,,,,,C42 H83 O3 N1
Cer 42:0;(OH)2,Cer,710.667069043624,,C44 H88 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,0.0,19967.5,45846.1,0.0,50358.9,0.0,0.0,36762.9,0.0,0.0,MS1,Precursor,[Cer 42:0;(OH)2(+CH3COO)-],,,,0.0,0.0,0.0,19967.5,45846.1,0.0,50358.9,0.0,0.0,36762.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,,,,,,,,,,,,,C42 H85 O3 N1
Cer 43:1;(OH)2,Cer,722.6676612944176,,C45 H88 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,0.0,22519.9,0.0,0.0,19424.8,0.0,0.0,23580.1,0.0,0.0,MS1,Precursor,[Cer 43:1;(OH)2(+CH3COO)-],,,,0.0,0.0,0.0,22519.9,0.0,0.0,19424.8,0.0,0.0,23580.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,,,,,,,,,,,,,C43 H85 O3 N1
Cer 42:1;(OH)3,Cer,724.646823160029,,C44 H86 O6 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,0.0,45867.2,46063.1,32043.0,19044.7,32055.4,0.0,48482.7,29893.8,0.0,MS1,Precursor,[Cer 42:1;(OH)3(+CH3COO)-],,,,0.0,0.0,0.0,45867.2,46063.1,32043.0,19044.7,32055.4,0.0,48482.7,29893.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,,,,,,,,,,,,,C42 H83 O4 N1
Cer 44:3;(OH)2,Cer,732.6510779960299,,C46 H86 O5 N1,,+CH3COO-,Sphingolipid,negative,99841.7,139157.7,76951.4,82404.9,68186.0,89132.9,54056.8,110578.5,65759.6,102450.4,123881.4,140295.0,MS1,Precursor,[Cer 44:3;(OH)2(+CH3COO)-],,,,99841.7,139157.7,76951.4,82404.9,68186.0,89132.9,54056.8,110578.5,65759.6,102450.4,123881.4,140295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,,,,,,,,,,,,,C44 H83 O3 N1
Cer 44:2;(OH)2,Cer,734.6675659135515,,C46 H88 O5 N1,,+CH3COO-,Sphingolipid,negative,0.0,0.0,0.0,18545.7,9340.0,0.0,0.0,0.0,0.0,5095.8,0.0,0.0,MS1,Precursor,[Cer 44:2;(OH)2(+CH3COO)-],,,,0.0,0.0,0.0,18545.7,9340.0,0.0,0.0,0.0,0.0,5095.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,,,,,,,,,,,,,C44 H85 O3 N1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LPC 14:0,LPC,526.3155099301539,,C24 H49 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,82946.4,0.0,0.0,88390.6,61705.9,0.0,55480.3,0.0,0.0,94090.4,0.0,0.0,MS2,FragmentA,[LPC 14:0 +CH3COO]-,FA 14:0 (+O),-PC(74),,34200.4,0.0,0.0,42605.6,22726.2,0.0,22273.2,0.0,0.0,54061.7,0.0,0.0,82946.4,0.0,0.0,88390.6,61705.9,0.0,55480.3,0.0,0.0,94090.4,0.0,0.0,9446.3,0.0,0.0,14926.3,8326.2,0.0,8385.7,0.0,0.0,11584.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,1.63,836302.75,,227.2020263671875,452.2786865234375,,-H+,-H+,,C14 H27 O2,C21 H43 O7 N1 P1,,C22 H46 O7 N1 P1
LPC 16:1,LPC,552.3306156630133,,C26 H51 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,410514.3,366646.6,0.0,470410.6,371793.5,349785.8,306409.2,295230.8,0.0,524418.2,368887.8,420079.3,MS2,FragmentA,[LPC 16:1 +CH3COO]-,FA 16:1 (+O),-PC(74),,246533.5,218325.3,0.0,292100.0,226414.8,196355.6,230918.9,181203.3,0.0,324842.1,219291.3,279684.6,410514.3,366646.6,0.0,470410.6,371793.5,349785.8,306409.2,295230.8,0.0,524418.2,368887.8,420079.3,23402.0,16787.5,0.0,20028.8,17854.0,15050.4,19110.1,14321.0,0.0,25780.1,16731.4,24506.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,1.73,845206.69,,253.21774291992188,478.29443359375,,-H+,-H+,,C16 H29 O2,C23 H45 O7 N1 P1,,C24 H48 O7 N1 P1
LPC 16:0,LPC,554.3464164712492,,C26 H53 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,2050739.3,1957289.4,0.0,2429852.3,1891907.8,1780299.4,1664421.9,1583523.1,0.0,2612008.3,1750822.1,1874799.8,MS2,FragmentA,[LPC 16:0 +CH3COO]-,FA 16:0 (+O),-PC(74),,1445154.7,1463849.5,0.0,1941114.6,1602909.5,1315579.2,1435349.3,1174231.2,0.0,2036190.5,1332900.3,1595747.2,2050739.3,1957289.4,0.0,2429852.3,1891907.8,1780299.4,1664421.9,1583523.1,0.0,2612008.3,1750822.1,1874799.8,269612.8,264972.1,0.0,335409.2,254006.4,248666.9,227088.0,199463.3,0.0,354356.2,234620.6,246842.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,1.62,845856.24,,255.23336791992188,480.3099365234375,,-H+,-H+,,C16 H31 O2,C23 H47 O7 N1 P1,,C24 H50 O7 N1 P1
LPC 18:2,LPC,578.346667782348,,C28 H53 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,476968.4,439911.5,0.0,618371.1,432637.6,328062.8,351807.2,283987.3,0.0,638774.6,373950.7,479249.6,MS2,FragmentA,[LPC 18:2 +CH3COO]-,FA 18:2 (+O),-PC(74),,260185.3,243216.9,0.0,397946.2,260370.7,151902.6,222995.7,142630.9,0.0,391479.0,218949.2,279405.9,476968.4,439911.5,0.0,618371.1,432637.6,328062.8,351807.2,283987.3,0.0,638774.6,373950.7,479249.6,16635.4,11799.7,0.0,16963.5,15382.1,9299.6,15534.3,11515.5,0.0,23087.4,12788.3,17690.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.39,853191.98,,279.2330627441406,504.3101806640625,,-H+,-H+,,C18 H31 O2,C25 H47 O7 N1 P1,,C26 H50 O7 N1 P1
LPC 18:1,LPC,580.362145579061,,C28 H55 O9 N1 P1,,+CH3COO-,Glycerophospholipid,negative,681049.8,605514.4,0.0,608752.1,467458.0,546662.7,457924.3,470996.5,0.0,646502.0,533821.6,701876.7,MS2,FragmentA,[LPC 18:1 +CH3COO]-,FA 18:1 (+O),-PC(74),,348439.0,296573.3,0.0,367524.5,290573.6,269710.2,257776.7,237612.4,0.0,370776.7,271654.1,371877.0,681049.8,605514.4,0.0,608752.1,467458.0,546662.7,457924.3,470996.5,0.0,646502.0,533821.6,701876.7,31603.2,28802.9,0.0,27545.1,22232.0,23231.2,23971.6,20693.9,0.0,33699.6,27137.7,31078.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.4,853776.35,,281.24871826171875,506.32562255859375,,-H+,-H+,,C18 H33 O2,C25 H49 O7 N1 P1,,C26 H52 O7 N1 P1
