LipidSpecies,LipidClass,Mass,IsobaricClass,ChemicalFormula,DerivatizedForm,AdductIon,LipidCategory,ScanPolarity,Intensity:240506_lung_WT_45084_a.mzML,Intensity:240506_lung_WT_45083_b.mzML,Intensity:240506_lung_KO_44938_a.mzML,Intensity:240506_Blank_49932_a.mzML,Intensity:240506_lung_KO_44939_b.mzML,Intensity:240506_Blank_49932_b.mzML,Intensity:240506_QC_49936_a.mzML,Intensity:240506_lung_KO_44939_a.mzML,Intensity:240506_lung_KO_44938_b.mzML,Intensity:240506_lung_WT_45084_b.mzML,Intensity:240506_lung_WT_45083_a.mzML,Intensity:240506_QC_49936_b.mzML,IdentificationLevel,QuantificationIon,PrecursorIdentifier,FragmentAIdentifier,FragmentBIdentifier,FragmentCIdentifier,PrecursorIntensity:240506_lung_WT_45084_a.mzML,PrecursorIntensity:240506_lung_WT_45083_b.mzML,PrecursorIntensity:240506_lung_KO_44938_a.mzML,PrecursorIntensity:240506_Blank_49932_a.mzML,PrecursorIntensity:240506_lung_KO_44939_b.mzML,PrecursorIntensity:240506_Blank_49932_b.mzML,PrecursorIntensity:240506_QC_49936_a.mzML,PrecursorIntensity:240506_lung_KO_44939_a.mzML,PrecursorIntensity:240506_lung_KO_44938_b.mzML,PrecursorIntensity:240506_lung_WT_45084_b.mzML,PrecursorIntensity:240506_lung_WT_45083_a.mzML,PrecursorIntensity:240506_QC_49936_b.mzML,FragmentAIntensity:240506_lung_WT_45084_a.mzML,FragmentAIntensity:240506_lung_WT_45083_b.mzML,FragmentAIntensity:240506_lung_KO_44938_a.mzML,FragmentAIntensity:240506_Blank_49932_a.mzML,FragmentAIntensity:240506_lung_KO_44939_b.mzML,FragmentAIntensity:240506_Blank_49932_b.mzML,FragmentAIntensity:240506_QC_49936_a.mzML,FragmentAIntensity:240506_lung_KO_44939_a.mzML,FragmentAIntensity:240506_lung_KO_44938_b.mzML,FragmentAIntensity:240506_lung_WT_45084_b.mzML,FragmentAIntensity:240506_lung_WT_45083_a.mzML,FragmentAIntensity:240506_QC_49936_b.mzML,FragmentBIntensity:240506_lung_WT_45084_a.mzML,FragmentBIntensity:240506_lung_WT_45083_b.mzML,FragmentBIntensity:240506_lung_KO_44938_a.mzML,FragmentBIntensity:240506_Blank_49932_a.mzML,FragmentBIntensity:240506_lung_KO_44939_b.mzML,FragmentBIntensity:240506_Blank_49932_b.mzML,FragmentBIntensity:240506_QC_49936_a.mzML,FragmentBIntensity:240506_lung_KO_44939_a.mzML,FragmentBIntensity:240506_lung_KO_44938_b.mzML,FragmentBIntensity:240506_lung_WT_45084_b.mzML,FragmentBIntensity:240506_lung_WT_45083_a.mzML,FragmentBIntensity:240506_QC_49936_b.mzML,FragmentCIntensity:240506_lung_WT_45084_a.mzML,FragmentCIntensity:240506_lung_WT_45083_b.mzML,FragmentCIntensity:240506_lung_KO_44938_a.mzML,FragmentCIntensity:240506_Blank_49932_a.mzML,FragmentCIntensity:240506_lung_KO_44939_b.mzML,FragmentCIntensity:240506_Blank_49932_b.mzML,FragmentCIntensity:240506_QC_49936_a.mzML,FragmentCIntensity:240506_lung_KO_44939_a.mzML,FragmentCIntensity:240506_lung_KO_44938_b.mzML,FragmentCIntensity:240506_lung_WT_45084_b.mzML,FragmentCIntensity:240506_lung_WT_45083_a.mzML,FragmentCIntensity:240506_QC_49936_b.mzML,PrecursorERRppm,FragmentAERRppm,FragmentBERRppm,FragmentCERRppm,FragmentAMass,FragmentBMass,FragmentCMass,FragmentAAdductIon,FragmentBAdductIon,FragmentCAdductIon,FragmentAChemicalFormula,FragmentBChemicalFormula,FragmentCChemicalFormula,NeutralChemicalFormula
PE O-18:0/22:6,PE O-,776.5607873286272,,C45 H79 O7 N1 P1,,-H+,Glycerophospholipid,negative,2514.9,2542.0,0.0,0.0,0.0,0.0,0.0,910.3,0.0,0.0,0.0,0.0,MS2,FragmentB,[PE O-18:0/22:6 -H]-,-FA 22:6 (+HO),FA 22:6 (+O),,649521.2,751471.2,0.0,0.0,0.0,0.0,0.0,1071074.0,0.0,0.0,0.0,0.0,5111.0,5296.6,0.0,0.0,0.0,0.0,0.0,5813.0,0.0,0.0,0.0,0.0,2514.9,2542.0,0.0,0.0,0.0,0.0,0.0,910.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,1.55,1.07,,466.3310241699219,327.2333068847656,,-H+,-H+,,C23 H49 O6 N1 P1,C22 H31 O2,,C45 H80 O7 N1 P1
PE O-20:2/20:4,PE O-,776.5607873286272,,C45 H79 O7 N1 P1,,-H+,Glycerophospholipid,negative,30375.8,34374.0,62629.2,0.0,44421.6,0.0,38280.1,45556.1,51135.7,43658.7,37364.8,32948.1,MS2,FragmentB,[PE O-20:2/20:4 -H]-,-FA 20:4 (+HO),FA 20:4 (+O),,649521.2,751471.2,1154676.1,0.0,1158435.0,0.0,459085.5,1071074.0,1079379.2,704888.3,839739.1,568025.2,3858.7,6570.2,7036.8,0.0,6731.3,0.0,1138.6,6523.0,8598.1,6245.8,8740.9,5061.0,30375.8,34374.0,62629.2,0.0,44421.6,0.0,38280.1,45556.1,51135.7,43658.7,37364.8,32948.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.05,0.56,,490.330322265625,303.2331237792969,,-H+,-H+,,C25 H49 O6 N1 P1,C20 H31 O2,,C45 H80 O7 N1 P1
PE O-18:2/22:3,PE O-,778.5762740887063,,C45 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,18139.5,36992.4,44215.9,0.0,46817.2,0.0,15588.7,49606.2,40266.0,19479.8,34062.4,16583.8,MS2,FragmentB,[PE O-18:2/22:3 -H]-,-FA 22:3 (+HO),FA 22:3 (+O),,387091.5,595906.5,899571.0,0.0,828065.4,0.0,240938.6,911730.3,773650.5,419865.3,796785.1,233300.0,5169.1,4684.1,9367.7,0.0,7374.3,0.0,3201.8,5580.4,5421.1,6513.7,9671.6,4454.6,18139.5,36992.4,44215.9,0.0,46817.2,0.0,15588.7,49606.2,40266.0,19479.8,34062.4,16583.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,1.28,1.38,,462.2995910644531,333.2803649902344,,-H+,-H+,,C23 H45 O6 N1 P1,C22 H37 O2,,C45 H82 O7 N1 P1
PE O-18:1/22:4,PE O-,778.5762740887063,,C45 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,495969.0,649962.4,719820.5,0.0,663443.7,0.0,307167.2,669732.6,639016.2,591419.3,694950.1,369178.8,MS2,FragmentB,[PE O-18:1/22:4 -H]-,-FA 22:4 (+HO),FA 22:4 (+O),,387091.5,595906.5,899571.0,0.0,828065.4,0.0,240938.6,911730.3,773650.5,419865.3,796785.1,233300.0,70925.6,91855.6,116563.2,0.0,94034.6,0.0,54126.3,97820.7,100396.7,78027.5,100362.6,53797.8,495969.0,649962.4,719820.5,0.0,663443.7,0.0,307167.2,669732.6,639016.2,591419.3,694950.1,369178.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,0.83,0.73,,464.3150329589844,331.2644958496094,,-H+,-H+,,C23 H47 O6 N1 P1,C22 H35 O2,,C45 H82 O7 N1 P1
PE O-18:0/22:5,PE O-,778.5762740887063,,C45 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,-1.7,14274.9,21223.8,0.0,14684.7,0.0,7126.7,16801.0,15535.0,13127.5,7571.3,5742.7,MS2,FragmentB,[PE O-18:0/22:5 -H]-,-FA 22:5 (+HO),FA 22:5 (+O),,387091.5,595906.5,899571.0,0.0,828065.4,0.0,240938.6,911730.3,773650.5,419865.3,796785.1,233300.0,20052.6,17625.9,24734.9,0.0,15935.2,0.0,26449.7,22904.5,18516.6,25763.7,17775.3,23668.5,-1.7,14274.9,21223.8,0.0,14684.7,0.0,7126.7,16801.0,15535.0,13127.5,7571.3,5742.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,3.52,0.81,,466.3319396972656,329.2488708496094,,-H+,-H+,,C23 H49 O6 N1 P1,C22 H33 O2,,C45 H82 O7 N1 P1
PE O-18:2/22:2,PE O-,780.5920318329507,,C45 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,19709.2,0.0,0.0,0.0,11138.6,16740.4,18684.7,0.0,11445.2,0.0,MS2,FragmentB,[PE O-18:2/22:2 -H]-,-FA 22:2 (+HO),FA 22:2 (+O),,0.0,0.0,103312.7,0.0,0.0,0.0,4557805.0,104016.1,59648.4,0.0,79174.5,0.0,0.0,0.0,1574.8,0.0,0.0,0.0,1204.4,3532.5,1749.9,0.0,1452.6,0.0,0.0,0.0,19709.2,0.0,0.0,0.0,11138.6,16740.4,18684.7,0.0,11445.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.29,0.84,,462.2991333007813,335.2958374023437,,-H+,-H+,,C23 H45 O6 N1 P1,C22 H39 O2,,C45 H84 O7 N1 P1
PE O-20:0/20:4,PE O-,780.5920711463111,,C45 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,0.0,152512.1,185249.9,0.0,0.0,0.0,0.0,0.0,178421.4,0.0,0.0,0.0,MS2,FragmentB,[PE O-20:0/20:4 -H]-,-FA 20:4 (+HO),FA 20:4 (+O),,0.0,66697.4,103312.7,0.0,0.0,0.0,0.0,0.0,59648.4,0.0,0.0,0.0,0.0,1975.6,1676.6,0.0,0.0,0.0,0.0,0.0,967.1,0.0,0.0,0.0,0.0,152512.1,185249.9,0.0,0.0,0.0,0.0,0.0,178421.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,3.15,0.66,,494.3631591796875,303.233154296875,,-H+,-H+,,C25 H53 O6 N1 P1,C20 H31 O2,,C45 H84 O7 N1 P1
PE O-18:1/22:3,PE O-,780.5921752437189,,C45 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,14535.4,26672.3,34434.4,0.0,32840.8,0.0,27238.2,41227.1,32873.6,18045.9,29448.9,14739.7,MS2,FragmentB,[PE O-18:1/22:3 -H]-,-FA 22:3 (+HO),FA 22:3 (+O),,57610.5,66697.4,103312.7,0.0,117625.8,0.0,4557805.0,104016.1,59648.4,52766.4,79174.5,25150.4,1928.3,2431.8,2207.5,0.0,4186.6,0.0,1635.7,1923.9,4659.5,2210.8,2437.0,279.4,14535.4,26672.3,34434.4,0.0,32840.8,0.0,27238.2,41227.1,32873.6,18045.9,29448.9,14739.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,-0.75,0.83,,464.3143005371094,333.2801818847656,,-H+,-H+,,C23 H47 O6 N1 P1,C22 H37 O2,,C45 H84 O7 N1 P1
PE O-18:0/22:4,PE O-,780.5921752437189,,C45 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,56112.6,0.0,0.0,0.0,74114.9,0.0,0.0,83324.2,0.0,0.0,74303.8,45268.3,MS2,FragmentB,[PE O-18:0/22:4 -H]-,-FA 22:4 (+HO),FA 22:4 (+O),,57610.5,0.0,0.0,0.0,117625.8,0.0,0.0,104016.1,0.0,0.0,79174.5,25150.4,5515.0,0.0,0.0,0.0,7845.1,0.0,0.0,5119.9,0.0,0.0,7908.0,10734.0,56112.6,0.0,0.0,0.0,74114.9,0.0,0.0,83324.2,0.0,0.0,74303.8,45268.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,0.11,0.82,,466.3303527832031,331.2645263671875,,-H+,-H+,,C23 H49 O6 N1 P1,C22 H35 O2,,C45 H84 O7 N1 P1
PE O-20:1/20:3,PE O-,780.5921752437189,,C45 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,60869.2,74901.2,72782.6,0.0,59102.4,0.0,60688.5,60643.1,63516.7,0.0,72294.5,30247.7,MS2,FragmentB,[PE O-20:1/20:3 -H]-,-FA 20:3 (+HO),FA 20:3 (+O),,57610.5,66697.4,103312.7,0.0,117625.8,0.0,4557805.0,104016.1,59648.4,0.0,79174.5,25150.4,3083.4,3188.0,1514.6,0.0,1280.6,0.0,8000.7,1092.7,650.2,0.0,3483.3,4893.6,60869.2,74901.2,72782.6,0.0,59102.4,0.0,60688.5,60643.1,63516.7,0.0,72294.5,30247.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17,1.42,0.47,,492.3466491699219,305.2487487792969,,-H+,-H+,,C25 H51 O6 N1 P1,C20 H33 O2,,C45 H84 O7 N1 P1
PE O-20:3/22:4,PE O-,802.5763872062455,,C47 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,33484.4,34828.9,31333.0,0.0,19965.3,0.0,0.0,30227.0,24880.3,34953.1,0.0,0.0,MS2,FragmentB,[PE O-20:3/22:4 -H]-,-FA 22:4 (+HO),FA 22:4 (+O),,50123.4,72762.9,93164.0,0.0,52028.1,0.0,0.0,58801.8,66227.4,87144.7,0.0,0.0,1089.0,2072.6,1541.2,0.0,1548.2,0.0,0.0,1742.7,2014.3,1290.3,0.0,0.0,33484.4,34828.9,31333.0,0.0,19965.3,0.0,0.0,30227.0,24880.3,34953.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,-1.72,0.82,,488.3138122558594,331.2645263671875,,-H+,-H+,,C25 H47 O6 N1 P1,C22 H35 O2,,C47 H82 O7 N1 P1
PE O-20:2/22:5,PE O-,802.5763872062455,,C47 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,6135.1,821.6,7124.4,0.0,5688.5,0.0,5775.5,6626.7,0.0,7928.9,1971.5,4846.5,MS2,FragmentB,[PE O-20:2/22:5 -H]-,-FA 22:5 (+HO),FA 22:5 (+O),,50123.4,72762.9,93164.0,0.0,52028.1,0.0,32021.2,58801.8,0.0,87144.7,73984.7,24361.7,3718.9,2139.9,2278.4,0.0,1404.3,0.0,4574.2,1088.5,0.0,1391.5,2191.0,3524.0,6135.1,821.6,7124.4,0.0,5688.5,0.0,5775.5,6626.7,0.0,7928.9,1971.5,4846.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,0.98,0.44,,490.3307800292969,329.2487487792969,,-H+,-H+,,C25 H49 O6 N1 P1,C22 H33 O2,,C47 H82 O7 N1 P1
PE O-20:1/22:6,PE O-,802.5763872062455,,C47 H81 O7 N1 P1,,-H+,Glycerophospholipid,negative,19579.2,10193.1,8013.8,0.0,6208.3,0.0,4357.7,9275.2,9254.0,26466.1,6690.0,15314.7,MS2,FragmentB,[PE O-20:1/22:6 -H]-,-FA 22:6 (+HO),FA 22:6 (+O),,50123.4,72762.9,93164.0,0.0,52028.1,0.0,32021.2,58801.8,66227.4,87144.7,73984.7,24361.7,7262.3,11260.0,9265.8,0.0,12711.1,0.0,5193.8,10936.1,7862.0,9583.2,11106.3,6153.5,19579.2,10193.1,8013.8,0.0,6208.3,0.0,4357.7,9275.2,9254.0,26466.1,6690.0,15314.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96,2.23,0.52,,492.3470458984375,327.2331237792969,,-H+,-H+,,C25 H51 O6 N1 P1,C22 H31 O2,,C47 H82 O7 N1 P1
PE O-20:2/22:4,PE O-,804.5921680699008,,C47 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,16291.4,0.0,18546.6,0.0,18888.4,0.0,0.0,0.0,19189.0,14881.7,0.0,0.0,MS2,FragmentB,[PE O-20:2/22:4 -H]-,-FA 22:4 (+HO),FA 22:4 (+O),,26426.6,0.0,41973.3,0.0,43439.3,0.0,0.0,0.0,29869.8,48892.6,0.0,0.0,1066.0,0.0,1320.6,0.0,1332.8,0.0,0.0,0.0,1866.5,973.7,0.0,0.0,16291.4,0.0,18546.6,0.0,18888.4,0.0,0.0,0.0,19189.0,14881.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.54,0.82,,490.3310546875,331.2645263671875,,-H+,-H+,,C25 H49 O6 N1 P1,C22 H35 O2,,C47 H84 O7 N1 P1
PE O-20:1/22:5,PE O-,804.5921680699008,,C47 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,29282.5,0.0,36767.5,0.0,33084.8,0.0,0.0,29468.2,32437.8,13733.4,26635.4,0.0,MS2,FragmentB,[PE O-20:1/22:5 -H]-,-FA 22:5 (+HO),FA 22:5 (+O),,26426.6,0.0,41973.3,0.0,43439.3,0.0,0.0,34419.0,29869.8,48892.6,30578.3,0.0,12275.1,0.0,23711.7,0.0,12267.8,0.0,0.0,14996.4,15845.6,10438.4,14042.6,0.0,29282.5,0.0,36767.5,0.0,33084.8,0.0,0.0,29468.2,32437.8,13733.4,26635.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.23,0.53,,492.3465576171875,329.248779296875,,-H+,-H+,,C25 H51 O6 N1 P1,C22 H33 O2,,C47 H84 O7 N1 P1
PE O-22:2/20:4,PE O-,804.5921680699008,,C47 H83 O7 N1 P1,,-H+,Glycerophospholipid,negative,117568.6,0.0,135969.7,0.0,110066.9,0.0,0.0,118095.9,117273.5,121217.3,116392.7,0.0,MS2,FragmentB,[PE O-22:2/20:4 -H]-,-FA 20:4 (+HO),FA 20:4 (+O),,26426.6,0.0,41973.3,0.0,43439.3,0.0,0.0,34419.0,29869.8,48892.6,30578.3,0.0,1192.0,0.0,1816.3,0.0,3807.5,0.0,0.0,1336.7,1408.5,1186.2,1714.5,0.0,117568.6,0.0,135969.7,0.0,110066.9,0.0,0.0,118095.9,117273.5,121217.3,116392.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.3,0.46,,518.3617553710938,303.23309326171875,,-H+,-H+,,C27 H53 O6 N1 P1,C20 H31 O2,,C47 H84 O7 N1 P1
PE O-20:1/22:4,PE O-,806.6074013312415,,C47 H85 O7 N1 P1,,-H+,Glycerophospholipid,negative,65778.4,0.0,81834.5,0.0,0.0,0.0,0.0,0.0,73119.2,78431.9,96306.0,0.0,MS2,FragmentB,[PE O-20:1/22:4 -H]-,-FA 22:4 (+HO),FA 22:4 (+O),,28382.3,0.0,48486.4,0.0,0.0,0.0,0.0,0.0,51178.6,21721.7,44978.6,0.0,5110.5,0.0,4703.8,0.0,0.0,0.0,0.0,0.0,4385.2,5558.8,3438.6,0.0,65778.4,0.0,81834.5,0.0,0.0,0.0,0.0,0.0,73119.2,78431.9,96306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,-0.13,0.63,,492.3458862304688,331.26446533203125,,-H+,-H+,,C25 H51 O6 N1 P1,C22 H35 O2,,C47 H86 O7 N1 P1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG 14:0_16:0,PG,693.471781641861,,C36 H70 O10 P1,,-H+,Glycerophospholipid,negative,121668.9,139100.3,166676.7,0.0,157215.8,0.0,113180.2,170329.3,153094.4,140046.7,153474.4,127754.4,MS2,FragmentA and FragmentB,[PG 14:0_16:0 -H]-,FA 14:0 (+O),FA 16:0 (+O),,135039.0,107069.1,166732.7,0.0,168038.6,0.0,98143.4,128628.8,126816.1,129800.2,126555.7,131799.4,138275.2,147966.5,184240.5,0.0,179140.4,0.0,131189.7,196402.7,163948.1,171456.3,170608.8,152379.1,105062.5,130234.1,149113.0,0.0,135291.2,0.0,95170.7,144255.9,142240.7,108637.0,136340.0,103129.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,1.43,1.56,,227.2019805908203,255.2333526611328,,-H+,-H+,,C14 H27 O2,C16 H31 O2,,C36 H71 O10 P1
PG 15:0_15:0,PG,693.471781641861,,C36 H70 O10 P1,,-H+,Glycerophospholipid,negative,572.7,517.4,1921.3,0.0,802.0,0.0,882.3,1678.7,1787.9,1492.8,1575.5,0.0,MS2,FragmentA and FragmentB,[PG 15:0_15:0 -H]-,FA 15:0 (+O),FA 15:0 (+O),,135039.0,107069.1,166732.7,0.0,168038.6,0.0,98143.4,128628.8,126816.1,129800.2,126555.7,0.0,1145.5,1034.7,3842.5,0.0,1604.1,0.0,1764.5,3357.4,3575.9,2985.6,3151.0,0.0,1145.5,1034.7,3842.5,0.0,1604.1,0.0,1764.5,3357.4,3575.9,2985.6,3151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,2.07,2.07,,241.21780395507807,241.21780395507807,,-H+,-H+,,C15 H29 O2,C15 H29 O2,,C36 H71 O10 P1
PG 14:0_18:2,PG,717.4720158749546,,C38 H70 O10 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,31855.1,0.0,0.0,0.0,0.0,22510.2,24898.2,0.0,27860.0,19889.1,MS2,FragmentA and FragmentB,[PG 14:0_18:2 -H]-,FA 14:0 (+O),FA 18:2 (+O),,0.0,0.0,42930.3,0.0,0.0,0.0,0.0,36609.6,22702.0,0.0,21844.4,19699.6,0.0,0.0,7586.1,0.0,0.0,0.0,0.0,7888.8,7015.1,0.0,9484.8,7089.3,0.0,0.0,56124.1,0.0,0.0,0.0,0.0,37131.6,42781.3,0.0,46235.1,32688.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.77,0.49,,227.2020568847656,279.23309326171875,,-H+,-H+,,C14 H27 O2,C18 H31 O2,,C38 H71 O10 P1
PG 16:1_16:1,PG,717.4720158749546,,C38 H70 O10 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,63419.6,0.0,0.0,0.0,0.0,68753.4,54992.1,0.0,44586.5,38572.9,MS2,FragmentA and FragmentB,[PG 16:1_16:1 -H]-,FA 16:1 (+O),FA 16:1 (+O),,0.0,0.0,42930.3,0.0,0.0,0.0,0.0,36609.6,22702.0,0.0,21844.4,19699.6,0.0,0.0,126839.2,0.0,0.0,0.0,0.0,137506.7,109984.2,0.0,89172.9,77145.8,0.0,0.0,126839.2,0.0,0.0,0.0,0.0,137506.7,109984.2,0.0,89172.9,77145.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.79,1.79,,253.2177581787109,253.2177581787109,,-H+,-H+,,C16 H29 O2,C16 H29 O2,,C38 H71 O10 P1
PG 16:0_16:2,PG,717.4720158749546,,C38 H70 O10 P1,,-H+,Glycerophospholipid,negative,0.0,0.0,176970.1,0.0,0.0,0.0,0.0,121145.0,204090.2,0.0,191683.5,101698.3,MS2,FragmentA and FragmentB,[PG 16:0_16:2 -H]-,FA 16:0 (+O),FA 16:2 (+O),,0.0,0.0,42930.3,0.0,0.0,0.0,0.0,36609.6,22702.0,0.0,21844.4,19699.6,0.0,0.0,333482.0,0.0,0.0,0.0,0.0,223405.8,392847.6,0.0,369089.2,188627.1,0.0,0.0,20458.3,0.0,0.0,0.0,0.0,18884.1,15332.7,0.0,14277.9,14769.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.74,1.72,,255.2333984375,251.2020874023437,,-H+,-H+,,C16 H31 O2,C16 H27 O2,,C38 H71 O10 P1
PG 14:0_18:1,PG,719.4876413350092,,C38 H72 O10 P1,,-H+,Glycerophospholipid,negative,21392.9,28163.6,36100.3,0.0,31776.5,0.0,24098.0,25463.4,30969.9,21507.2,31490.4,15649.2,MS2,FragmentA and FragmentB,[PG 14:0_18:1 -H]-,FA 14:0 (+O),FA 18:1 (+O),,907778.1,929371.0,1385470.6,0.0,1547558.0,0.0,901141.3,1482931.1,1348026.5,934159.3,1080983.0,1022751.5,9477.1,11106.3,14133.1,0.0,13140.5,0.0,8735.8,12704.3,12482.5,9427.7,11042.8,6669.6,33308.6,45220.9,58067.6,0.0,50412.4,0.0,39460.3,38222.4,49457.3,33586.7,51938.0,24628.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.37,0.29,,227.20196533203125,281.2486877441406,,-H+,-H+,,C14 H27 O2,C18 H33 O2,,C38 H73 O10 P1
PG 16:0_16:1,PG,719.4876413350092,,C38 H72 O10 P1,,-H+,Glycerophospholipid,negative,761467.1,793595.7,1175213.6,0.0,1185688.6,0.0,803502.3,1220203.6,1055566.0,768771.0,955173.6,845598.9,MS2,FragmentA and FragmentB,[PG 16:0_16:1 -H]-,FA 16:0 (+O),FA 16:1 (+O),,907778.1,929371.0,1385470.6,0.0,1547558.0,0.0,901141.3,1482931.1,1348026.5,934159.3,1080983.0,1022751.5,481725.2,493622.8,729728.8,0.0,730948.4,0.0,522309.8,754212.0,666159.6,487928.2,602569.2,545666.7,1041208.9,1093568.5,1620698.4,0.0,1640428.8,0.0,1084694.8,1686195.2,1444972.4,1049613.8,1307777.9,1145531.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.56,1.73,,255.2333526611328,253.21774291992188,,-H+,-H+,,C16 H31 O2,C16 H29 O2,,C38 H73 O10 P1
PG 14:0_18:0,PG,721.5032633211392,,C38 H74 O10 P1,,-H+,Glycerophospholipid,negative,16133.7,13216.4,21318.9,0.0,15969.4,0.0,14096.7,13764.5,18118.7,11537.6,16261.0,8612.6,MS2,FragmentA and FragmentB,[PG 14:0_18:0 -H]-,FA 14:0 (+O),FA 18:0 (+O),,1450762.0,1143921.2,1599856.6,0.0,1698518.2,0.0,1322069.7,1615082.8,1440713.9,1524565.6,1314738.9,1477411.8,16544.7,7202.1,21854.2,0.0,13740.4,0.0,14556.9,9629.3,16694.2,12697.1,11081.4,8451.2,15722.7,19230.7,20783.6,0.0,18198.3,0.0,13636.4,17899.6,19543.2,10378.2,21440.7,8774.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.84,0.53,,227.2020721435547,283.264404296875,,-H+,-H+,,C14 H27 O2,C18 H35 O2,,C38 H75 O10 P1
PG 16:0_16:0,PG,721.5032633211392,,C38 H74 O10 P1,,-H+,Glycerophospholipid,negative,1032403.5,956917.1,1204592.3,0.0,1162025.7,0.0,1096659.8,1185002.1,1081825.4,1139722.2,1088650.7,1104400.0,MS2,FragmentA and FragmentB,[PG 16:0_16:0 -H]-,FA 16:0 (+O),FA 16:0 (+O),,1450762.0,1143921.2,1599856.6,0.0,1698518.2,0.0,1322069.7,1615082.8,1440713.9,1524565.6,1314738.9,1477411.8,2064806.9,1913834.3,2409184.5,0.0,2324051.4,0.0,2193319.6,2370004.2,2163650.8,2279444.5,2177301.5,2208800.1,2064806.9,1913834.3,2409184.5,0.0,2324051.4,0.0,2193319.6,2370004.2,2163650.8,2279444.5,2177301.5,2208800.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,1.62,1.62,,255.23336791992188,255.23336791992188,,-H+,-H+,,C16 H31 O2,C16 H31 O2,,C38 H75 O10 P1
